Name,Year,Made,Condition,Price of car,LATITUDE of car,LONGITUDE of car
Honda Civic,2002,USA,Used,21955,+37.866279,-121.266707
Honda Civic,2002,USA,Used,18698,+37.923943,-121.472582
Honda Civic,2002,USA,Used,17150,+37.871943,-121.381012
Honda Civic,2002,USA,Used,24858,+38.149508,-121.463922
Honda Civic,2002,USA,Used,25866,+38.222210,-121.419282
Honda Civic,2002,USA,Used,20928,+38.050687,-121.371945
Honda Civic,2002,USA,Used,21075,+38.097658,-121.249811
Honda Civic,2002,USA,Used,24265,+38.069828,-121.257452
Honda Civic,2002,USA,Used,25228,+38.045291,-121.273581
Honda Civic,2002,USA,Used,18495,+38.138411,-121.311489
Honda Civic,2002,USA,Used,23446,+38.160725,-121.310779
Honda Civic,2002,USA,Used,22652,+38.154366,-121.311259
Honda Civic,2002,USA,Used,22857,+38.147740,-121.307058
Honda Civic,2002,USA,Used,15017,+38.096288,-121.335077
Honda Civic,2002,USA,Used,27000,+38.153245,-121.362123
Honda Civic,2002,USA,Used,18561,+38.141012,-121.290741
Honda Civic,2002,USA,Used,22045,+38.140229,-121.295139
Honda Civic,2002,USA,Used,20811,+38.140576,-121.30359
Honda Civic,2002,USA,Used,15601,+38.132693,-121.293215
Honda Civic,2002,USA,Used,20076,+38.133690,-121.301445
Honda Civic,2002,USA,Used,21124,+38.148248,-121.282943
Honda Civic,2002,USA,Used,22582,+38.141536,-121.274911
Honda Civic,2002,USA,Used,17533,+38.142923,-121.283023
Honda Civic,2002,USA,Used,21891,+38.134494,-121.276964
Honda Civic,2002,USA,Used,17910,+38.137781,-121.28457
Honda Civic,2002,USA,Used,15772,+38.132229,-121.284028
Honda Civic,2002,USA,Used,22562,+38.126383,-121.275375
Honda Civic,2002,USA,Used,25404,+38.126443,-121.28347
Honda Civic,2002,USA,Used,21093,+38.118696,-121.283502
Honda Civic,2002,USA,Used,22626,+38.119291,-121.276682
Honda Civic,2002,USA,Used,24176,+38.126304,-121.292337
Honda Civic,2002,USA,Used,24263,+38.127315,-121.301155
Honda Civic,2002,USA,Used,22662,+38.120524,-121.2928
Honda Civic,2002,USA,Used,17875,+38.119722,-121.298965
Honda Civic,2002,USA,Used,25679,+38.111898,-121.296295
Honda Civic,2002,USA,Used,22295,+38.105485,-121.297668
Honda Civic,2002,USA,Used,25965,+38.111818,-121.284723
Honda Civic,2002,USA,Used,25101,+38.104824,-121.282163
Honda Civic,2002,USA,Used,25438,+38.102558,-121.284496
Honda Civic,2002,USA,Used,19582,+38.105111,-121.27569
Honda Civic,2002,USA,Used,19775,+38.110919,-121.276179
Honda Civic,2002,USA,Used,22340,+38.106759,-121.263955
Honda Civic,2002,USA,Used,26613,+38.113264,-121.26507
Honda Civic,2002,USA,Used,23706,+38.126870,-121.26756
Honda Civic,2002,USA,Used,19956,+38.119461,-121.267191
Honda Civic,2002,USA,Used,21477,+38.124392,-121.258589
Honda Civic,2002,USA,Used,24067,+38.127827,-121.26302
Honda Civic,2002,USA,Used,24758,+38.122873,-121.262822
Honda Civic,2002,USA,Used,18900,+38.145072,-121.261694
Honda Civic,2002,USA,Used,26210,+38.142613,-121.264277
Honda Civic,2002,USA,Used,17928,+38.134519,-121.26319
Honda Civic,2002,USA,Used,18714,+38.134262,-121.26751
Honda Civic,2002,USA,Used,16852,+38.216184,-121.248457
Honda Civic,2002,USA,Used,24066,+38.163523,-121.235277
Honda Civic,2002,USA,Used,17413,+38.173859,-121.290784
Honda Civic,2002,USA,Used,22126,+38.218236,-121.284528
Honda Civic,2002,USA,Used,22543,+38.165052,-121.152525
Honda Civic,2002,USA,Used,24988,+38.156284,-121.143684
Honda Civic,2002,USA,Used,18020,+38.209143,-121.170297
Honda Civic,2002,USA,Used,23795,+38.221712,-121.097767
Honda Civic,2002,USA,Used,23301,+38.092347,-121.102576
Honda Civic,2002,USA,Used,22416,+38.155941,-121.101191
Honda Civic,2002,USA,Used,24101,+38.128625,-121.183364
Honda Civic,2002,USA,Used,26222,+38.082985,-121.176644
Honda Civic,2002,USA,Used,16816,+38.012436,-121.028908
Honda Civic,2002,USA,Used,18606,+38.024507,-121.089212
Honda Civic,2002,USA,Used,23074,+38.024953,-121.122714
Honda Civic,2002,USA,Used,21099,+37.934481,-121.047633
Honda Civic,2002,USA,Used,16257,+37.799386,-120.987866
Honda Civic,2002,USA,Used,24061,+37.795054,-121.005727
Honda Civic,2002,USA,Used,21182,+37.790698,-120.987821
Honda Civic,2002,USA,Used,22951,+37.826709,-120.964733
Honda Civic,2002,USA,Used,15189,+37.770909,-120.955964
Honda Civic,2002,USA,Used,15529,+37.788460,-121.039026
Honda Civic,2002,USA,Used,19707,+37.856513,-121.050624
Honda Civic,2002,USA,Used,25288,+37.741655,-121.116481
Honda Civic,2002,USA,Used,25012,+37.740585,-121.126058
Honda Civic,2002,USA,Used,25922,+37.734868,-121.133743
Honda Civic,2002,USA,Used,20941,+37.802495,-121.107435
Honda Civic,2002,USA,Used,24218,+37.753452,-121.122362
Honda Civic,2002,USA,Used,19147,+37.738640,-121.147684
Honda Civic,2002,USA,Used,26786,+37.734223,-121.139888
Honda Civic,2002,USA,Used,24982,+37.733730,-121.144744
Honda Civic,2002,USA,Used,19458,+37.759223,-121.245071
Honda Civic,2002,USA,Used,15213,+37.758829,-121.20952
Honda Civic,2002,USA,Used,17669,+37.808519,-121.222165
Honda Civic,2002,USA,Used,15533,+37.802008,-121.219381
Honda Civic,2002,USA,Used,16037,+37.801634,-121.224878
Honda Civic,2002,USA,Used,26689,+37.803943,-121.210175
Honda Civic,2002,USA,Used,20723,+37.800454,-121.211241
Honda Civic,2002,USA,Used,15453,+37.794789,-121.210203
Honda Civic,2002,USA,Used,19708,+37.814146,-121.211636
Honda Civic,2002,USA,Used,19323,+37.802801,-121.201585
Honda Civic,2002,USA,Used,25323,+37.800544,-121.194564
Honda Civic,2002,USA,Used,24607,+37.792931,-121.202152
Honda Civic,2002,USA,Used,25198,+37.809182,-121.209029
Honda Civic,2002,USA,Used,18584,+37.810591,-121.193123
Honda Civic,2002,USA,Used,16283,+37.800463,-121.187271
Honda Civic,2002,USA,Used,17920,+37.786575,-121.243671
Honda Civic,2002,USA,Used,26904,+37.778837,-121.216614
Honda Civic,2002,USA,Used,24907,+37.812189,-121.306366
Honda Civic,2002,USA,Used,26402,+37.828402,-121.268502
Honda Civic,2002,USA,Used,16103,+37.786681,-121.253226
Honda Civic,2002,USA,Used,16504,+37.808583,-121.244634
Honda Civic,2002,USA,Used,23311,+37.800401,-121.2415
Honda Civic,2002,USA,Used,15607,+37.808261,-121.230283
Honda Civic,2002,USA,Used,25562,+37.801395,-121.232768
Honda Civic,2002,USA,Used,23168,+37.815015,-121.228096
Honda Civic,2002,USA,Used,23191,+37.823800,-121.230858
Honda Civic,2002,USA,Used,26926,+37.814019,-121.222543
Honda Civic,2002,USA,Used,25395,+37.820339,-121.222432
Honda Civic,2002,USA,Used,19667,+37.836225,-121.277804
Honda Civic,2002,USA,Used,16592,+37.834131,-121.283618
Honda Civic,2002,USA,Used,19742,+37.813741,-121.288018
Honda Civic,2002,USA,Used,18121,+37.818906,-121.288555
Honda Civic,2002,USA,Used,17670,+37.814148,-121.2799
Honda Civic,2002,USA,Used,23319,+37.822423,-121.28025
Honda Civic,2002,USA,Used,17536,+37.892299,-121.191012
Honda Civic,2002,USA,Used,20937,+37.821026,-121.17844
Honda Civic,2002,USA,Used,23863,+37.827887,-121.207157
Honda Civic,2002,USA,Used,26463,+37.794260,-121.224817
Honda Civic,2002,USA,Used,26270,+37.792629,-121.229094
Honda Civic,2002,USA,Used,19813,+37.793773,-121.232787
Honda Civic,2002,USA,Used,17233,+37.785275,-121.22701
Honda Civic,2002,USA,Used,20703,+37.787767,-121.225246
Honda Civic,2002,USA,Used,21076,+37.792113,-121.217997
Honda Civic,2002,USA,Used,15600,+37.793305,-121.2213
Honda Civic,2002,USA,Used,21032,+37.823973,-121.239821
Honda Civic,2002,USA,Used,25772,+37.816216,-121.240373
Honda Civic,2002,USA,Used,18642,+37.816429,-121.233283
Honda Civic,2002,USA,Used,23630,+37.839884,-121.241336
Honda Civic,2002,USA,Used,16321,+37.820202,-121.248866
Honda Civic,2002,USA,Used,18919,+37.763252,-121.372116
Honda Civic,2002,USA,Used,26884,+37.714049,-121.407281
Honda Civic,2002,USA,Used,25863,+37.774098,-121.452935
Honda Civic,2002,USA,Used,17947,+37.752090,-121.492245
Honda Civic,2002,USA,Used,25071,+37.773937,-121.545525
Honda Civic,2002,USA,Used,20024,+37.747869,-121.463342
Honda Civic,2002,USA,Used,21714,+37.749689,-121.458857
Honda Civic,2002,USA,Used,19957,+37.720728,-121.466473
Honda Civic,2002,USA,Used,15546,+37.736772,-121.464006
Honda Civic,2002,USA,Used,18130,+37.719451,-121.43714
Honda Civic,2002,USA,Used,24029,+37.719913,-121.430762
Honda Civic,2002,USA,Used,20111,+37.718082,-121.428143
Honda Civic,2002,USA,Used,25771,+37.719658,-121.421049
Honda Civic,2002,USA,Used,23440,+37.701170,-121.428933
Honda Civic,2002,USA,Used,24463,+37.703622,-121.421341
Honda Civic,2002,USA,Used,20108,+37.701689,-121.443399
Honda Civic,2002,USA,Used,21394,+37.716570,-121.444726
Honda Civic,2002,USA,Used,25478,+37.723609,-121.445703
Honda Civic,2002,USA,Used,19649,+37.759579,-121.416757
Honda Civic,2002,USA,Used,17514,+37.759644,-121.422252
Honda Civic,2002,USA,Used,24526,+37.756585,-121.42345
Honda Civic,2002,USA,Used,21020,+37.750898,-121.421582
Honda Civic,2002,USA,Used,26056,+37.743698,-121.421783
Honda Civic,2002,USA,Used,17085,+37.751025,-121.427967
Honda Civic,2002,USA,Used,17513,+37.750573,-121.43196
Honda Civic,2002,USA,Used,23360,+37.746048,-121.432152
Honda Civic,2002,USA,Used,25310,+37.741462,-121.430021
Honda Civic,2002,USA,Used,17320,+37.745885,-121.427798
Honda Civic,2002,USA,Used,22745,+37.758968,-121.428782
Honda Civic,2002,USA,Used,22142,+37.756053,-121.436807
Honda Civic,2002,USA,Used,21051,+37.759179,-121.44033
Honda Civic,2002,USA,Used,24519,+37.755691,-121.446554
Honda Civic,2002,USA,Used,21436,+37.751538,-121.448568
Honda Civic,2002,USA,Used,16185,+37.751725,-121.439271
Honda Civic,2002,USA,Used,24970,+37.742288,-121.43947
Honda Civic,2002,USA,Used,15511,+37.745625,-121.439836
Honda Civic,2002,USA,Used,22156,+37.743706,-121.447045
Honda Civic,2002,USA,Used,25270,+37.736717,-121.44031
Honda Civic,2002,USA,Used,23753,+37.731337,-121.441056
Honda Civic,2002,USA,Used,23434,+37.735402,-121.447959
Honda Civic,2002,USA,Used,17057,+37.728011,-121.449405
Honda Civic,2002,USA,Used,16763,+37.730126,-121.42115
Honda Civic,2002,USA,Used,18005,+37.737080,-121.422036
Honda Civic,2002,USA,Used,18535,+37.730312,-121.430468
Honda Civic,2002,USA,Used,26359,+37.737341,-121.430681
Honda Civic,2002,USA,Used,19285,+37.731078,-121.308527
Honda Civic,2002,USA,Used,20988,+37.677496,-121.315318
Honda Civic,2002,USA,Used,25991,+37.677032,-121.410721
Honda Civic,2002,USA,Used,21570,+37.670971,-121.357743
Honda Civic,2002,USA,Used,18235,+35.745553,-120.957009
Honda Civic,2002,USA,Used,23156,+35.729900,-120.878683
Honda Civic,2002,USA,Used,25026,+35.715967,-120.87539
Honda Civic,2002,USA,Used,23260,+35.649878,-120.75065
Honda Civic,2002,USA,Used,21098,+35.754436,-120.695002
Honda Civic,2002,USA,Used,19994,+35.630351,-120.706056
Honda Civic,2002,USA,Used,16434,+35.647475,-120.695135
Honda Civic,2002,USA,Used,25899,+35.647022,-120.691821
Honda Civic,2002,USA,Used,15819,+35.635162,-120.691406
Honda Civic,2002,USA,Used,25515,+35.621060,-120.693688
Honda Civic,2002,USA,Used,24615,+35.626646,-120.69326
Honda Civic,2002,USA,Used,22345,+35.639185,-120.656235
Honda Civic,2002,USA,Used,15354,+35.634468,-120.670277
Honda Civic,2002,USA,Used,20071,+35.609046,-120.648197
Honda Civic,2002,USA,Used,19790,+35.604199,-120.65145
Honda Civic,2002,USA,Used,16028,+35.609648,-120.676485
Honda Civic,2002,USA,Used,17672,+35.606886,-120.662857
Honda Civic,2002,USA,Used,20757,+35.624325,-120.678113
Honda Civic,2002,USA,Used,25898,+35.619007,-120.661963
Honda Civic,2002,USA,Used,19681,+35.620661,-120.670036
Honda Civic,2002,USA,Used,25015,+35.600210,-120.613112
Honda Civic,2002,USA,Used,15678,+35.592675,-120.493683
Honda Civic,2002,USA,Used,23863,+35.654214,-120.376146
Honda Civic,2002,USA,Used,21672,+35.691313,-120.589162
Honda Civic,2002,USA,Used,23144,+35.546235,-121.087393
Honda Civic,2002,USA,Used,25777,+35.558472,-121.097022
Honda Civic,2002,USA,Used,20605,+35.549171,-121.075964
Honda Civic,2002,USA,Used,18595,+35.570561,-121.096536
Honda Civic,2002,USA,Used,16613,+35.558075,-121.082544
Honda Civic,2002,USA,Used,21643,+35.385534,-120.854757
Honda Civic,2002,USA,Used,23078,+35.400453,-120.863344
Honda Civic,2002,USA,Used,21678,+35.392264,-120.852672
Honda Civic,2002,USA,Used,21737,+35.393257,-120.857435
Honda Civic,2002,USA,Used,23887,+35.449151,-120.902405
Honda Civic,2002,USA,Used,22006,+35.427872,-120.880075
Honda Civic,2002,USA,Used,20929,+35.441850,-120.893169
Honda Civic,2002,USA,Used,19002,+35.361030,-120.848014
Honda Civic,2002,USA,Used,18156,+35.359993,-120.837805
Honda Civic,2002,USA,Used,23725,+35.364102,-120.84063
Honda Civic,2002,USA,Used,18623,+35.369377,-120.850673
Honda Civic,2002,USA,Used,21077,+35.372796,-120.843326
Honda Civic,2002,USA,Used,19773,+35.328132,-120.837613
Honda Civic,2002,USA,Used,18616,+35.327201,-120.829105
Honda Civic,2002,USA,Used,26812,+35.319735,-120.83554
Honda Civic,2002,USA,Used,21355,+35.317928,-120.829737
Honda Civic,2002,USA,Used,16225,+35.318454,-120.823336
Honda Civic,2002,USA,Used,21130,+35.314722,-120.854564
Honda Civic,2002,USA,Used,21987,+35.316665,-120.844517
Honda Civic,2002,USA,Used,19157,+35.310640,-120.842407
Honda Civic,2002,USA,Used,22370,+35.305203,-120.850549
Honda Civic,2002,USA,Used,23232,+35.305285,-120.823075
Honda Civic,2002,USA,Used,23852,+35.299416,-120.65734
Honda Civic,2002,USA,Used,23242,+35.311206,-120.657842
Honda Civic,2002,USA,Used,15258,+35.293979,-120.650989
Honda Civic,2002,USA,Used,22326,+35.293642,-120.659614
Honda Civic,2002,USA,Used,18353,+35.291449,-120.663296
Honda Civic,2002,USA,Used,19195,+35.262703,-120.639635
Honda Civic,2002,USA,Used,16819,+35.267974,-120.635787
Honda Civic,2002,USA,Used,16361,+35.268347,-120.644849
Honda Civic,2002,USA,Used,21697,+35.278628,-120.649362
Honda Civic,2002,USA,Used,24581,+35.289191,-120.654113
Honda Civic,2002,USA,Used,23451,+35.286295,-120.659469
Honda Civic,2002,USA,Used,22745,+35.280629,-120.66636
Honda Civic,2002,USA,Used,22042,+35.279181,-120.655663
Honda Civic,2002,USA,Used,20368,+35.274133,-120.664259
Honda Civic,2002,USA,Used,25694,+35.270781,-120.663553
Honda Civic,2002,USA,Used,18083,+35.266867,-120.658483
Honda Civic,2002,USA,Used,22850,+35.272391,-120.656451
Honda Civic,2002,USA,Used,22238,+35.262627,-120.664685
Honda Civic,2002,USA,Used,26637,+35.257643,-120.659902
Honda Civic,2002,USA,Used,16504,+35.297032,-120.675604
Honda Civic,2002,USA,Used,26609,+35.300622,-120.685302
Honda Civic,2002,USA,Used,16738,+35.292938,-120.681458
Honda Civic,2002,USA,Used,26659,+35.289924,-120.675837
Honda Civic,2002,USA,Used,21381,+35.289274,-120.668927
Honda Civic,2002,USA,Used,15695,+35.253980,-120.695187
Honda Civic,2002,USA,Used,23100,+35.264280,-120.69314
Honda Civic,2002,USA,Used,22298,+35.264403,-120.704356
Honda Civic,2002,USA,Used,26810,+35.255901,-120.686793
Honda Civic,2002,USA,Used,16615,+35.323491,-120.69329
Honda Civic,2002,USA,Used,15658,+35.246776,-120.676128
Honda Civic,2002,USA,Used,24740,+35.248432,-120.625693
Honda Civic,2002,USA,Used,15007,+35.246353,-120.638558
Honda Civic,2002,USA,Used,18638,+35.229367,-120.534373
Honda Civic,2002,USA,Used,26389,+35.321038,-120.732197
Honda Civic,2002,USA,Used,22382,+35.213775,-120.627631
Honda Civic,2002,USA,Used,26042,+35.189786,-120.726525
Honda Civic,2002,USA,Used,22118,+35.215978,-120.682785
Honda Civic,2002,USA,Used,17961,+35.135774,-120.634313
Honda Civic,2002,USA,Used,16357,+35.151906,-120.646913
Honda Civic,2002,USA,Used,26925,+35.134700,-120.616768
Honda Civic,2002,USA,Used,15279,+35.140659,-120.621512
Honda Civic,2002,USA,Used,15046,+35.154734,-120.671241
Honda Civic,2002,USA,Used,15612,+35.141064,-120.641663
Honda Civic,2002,USA,Used,26053,+35.159260,-120.680612
Honda Civic,2002,USA,Used,21270,+35.172967,-120.698844
Honda Civic,2002,USA,Used,25226,+35.128659,-120.577848
Honda Civic,2002,USA,Used,17331,+35.138249,-120.589485
Honda Civic,2002,USA,Used,26357,+35.131228,-120.593497
Honda Civic,2002,USA,Used,19559,+35.122196,-120.573388
Honda Civic,2002,USA,Used,22957,+35.129418,-120.562533
Honda Civic,2002,USA,Used,26958,+35.108887,-120.577219
Honda Civic,2002,USA,Used,22244,+35.114095,-120.589227
Honda Civic,2002,USA,Used,15478,+35.123897,-120.601501
Tesla Model 3,2018,USA,Used,50350,+42.739706,-84.489683
Tesla Model 4,2018,USA,Used,42975,+42.737560,-84.496407
Tesla Model 5,2018,USA,Used,42194,+42.737217,-84.478893
Tesla Model 6,2018,USA,Used,47634,+42.734691,-84.47721
Tesla Model 7,2018,USA,Used,52704,+42.738972,-84.48519
Tesla Model 8,2018,USA,Used,44555,+42.735706,-84.490809
Tesla Model 9,2018,USA,Used,42917,+42.735594,-84.452076
Tesla Model 10,2018,USA,Used,40541,+42.730698,-84.455263
Tesla Model 11,2018,USA,Used,44943,+42.733599,-84.467076
Tesla Model 12,2018,USA,Used,45606,+42.738068,-84.463382
Tesla Model 13,2018,USA,Used,54735,+42.729696,-84.468974
Tesla Model 14,2018,USA,Used,42062,+42.726048,-84.456805
Tesla Model 15,2018,USA,Used,57133,+42.716655,-84.500281
Tesla Model 16,2018,USA,Used,43690,+42.714005,-84.500557
Tesla Model 17,2018,USA,Used,50818,+42.725881,-84.498836
Tesla Model 18,2018,USA,Used,53140,+42.722034,-84.498753
Tesla Model 19,2018,USA,Used,46523,+42.722680,-84.492158
Tesla Model 20,2018,USA,Used,48170,+42.723166,-84.489107
Tesla Model 21,2018,USA,Used,49981,+42.730238,-84.472976
Tesla Model 22,2018,USA,Used,39287,+42.732581,-84.492436
Tesla Model 23,2018,USA,Used,47102,+42.727417,-84.467511
Tesla Model 24,2018,USA,Used,39022,+42.724482,-84.46454
Tesla Model 25,2018,USA,Used,41040,+42.759855,-84.472832
Tesla Model 26,2018,USA,Used,38084,+42.762239,-84.458654
Tesla Model 27,2018,USA,Used,55302,+42.759623,-84.463872
Tesla Model 28,2018,USA,Used,47898,+42.755209,-84.445835
Tesla Model 29,2018,USA,Used,52741,+42.738155,-84.437675
Tesla Model 30,2018,USA,Used,39639,+42.760201,-84.405139
Tesla Model 31,2018,USA,Used,43984,+42.760774,-84.408128
Tesla Model 32,2018,USA,Used,54528,+42.750720,-84.413619
Tesla Model 33,2018,USA,Used,49941,+42.738161,-84.409188
Tesla Model 34,2018,USA,Used,41507,+42.748691,-84.42291
Tesla Model 35,2018,USA,Used,49178,+42.744998,-84.39821
Tesla Model 36,2018,USA,Used,39731,+42.747393,-84.387279
Tesla Model 37,2018,USA,Used,41969,+42.747588,-84.373143
Tesla Model 38,2018,USA,Used,52997,+42.723223,-84.434513
Tesla Model 39,2018,USA,Used,57024,+42.712840,-84.417921
Tesla Model 40,2018,USA,Used,40060,+42.710379,-84.406436
Tesla Model 41,2018,USA,Used,54828,+42.711917,-84.398898
Tesla Model 42,2018,USA,Used,42880,+42.728577,-84.407153
Tesla Model 43,2018,USA,Used,52003,+42.707507,-84.427908
Tesla Model 44,2018,USA,Used,48488,+42.718463,-84.456936
Tesla Model 45,2018,USA,Used,45362,+42.714467,-84.439454
Tesla Model 46,2018,USA,Used,49242,+42.710011,-84.451862
Tesla Model 47,2018,USA,Used,51775,+42.697231,-84.442127
Tesla Model 48,2018,USA,Used,40588,+42.693449,-84.439579
Tesla Model 49,2018,USA,Used,42569,+42.693739,-84.426322
Tesla Model 50,2018,USA,Used,40516,+42.694019,-84.415814
Tesla Model 51,2018,USA,Used,48774,+42.686409,-84.421296
Tesla Model 52,2018,USA,Used,56291,+42.702485,-84.393707
Tesla Model 53,2018,USA,Used,48875,+42.716098,-84.374279
Tesla Model 54,2018,USA,Used,52734,+42.688263,-84.397545
Tesla Model 55,2018,USA,Used,44258,+42.676853,-84.580757
Tesla Model 56,2018,USA,Used,53550,+42.670716,-84.595203
Tesla Model 57,2018,USA,Used,42535,+42.679895,-84.594133
Tesla Model 58,2018,USA,Used,49570,+42.665167,-84.569266
Tesla Model 59,2018,USA,Used,56575,+42.667224,-84.572905
Tesla Model 60,2018,USA,Used,52202,+42.676857,-84.56972
Tesla Model 61,2018,USA,Used,51227,+42.672226,-84.56913
Tesla Model 62,2018,USA,Used,39007,+42.668936,-84.577967
Tesla Model 63,2018,USA,Used,52152,+42.655632,-84.589045
Tesla Model 64,2018,USA,Used,43751,+42.652389,-84.574015
Tesla Model 65,2018,USA,Used,56438,+42.656925,-84.549195
Tesla Model 66,2018,USA,Used,53240,+42.658680,-84.524001
Tesla Model 67,2018,USA,Used,45110,+42.666344,-84.494362
Tesla Model 68,2018,USA,Used,56017,+42.660909,-84.502444
Tesla Model 69,2018,USA,Used,38473,+42.666011,-84.548886
Tesla Model 70,2018,USA,Used,56912,+42.672758,-84.553776
Tesla Model 71,2018,USA,Used,39355,+42.678710,-84.557175
Tesla Model 72,2018,USA,Used,50299,+42.665410,-84.558752
Tesla Model 73,2018,USA,Used,42653,+42.675748,-84.541218
Tesla Model 74,2018,USA,Used,52881,+42.666801,-84.530997
Tesla Model 75,2018,USA,Used,45634,+42.647660,-84.531211
Tesla Model 76,2018,USA,Used,53174,+42.636422,-84.527505
Tesla Model 77,2018,USA,Used,38733,+42.636934,-84.536001
Tesla Model 78,2018,USA,Used,44371,+42.647801,-84.514449
Tesla Model 79,2018,USA,Used,55262,+42.638529,-84.517166
Tesla Model 80,2018,USA,Used,44975,+42.643589,-84.522041
Tesla Model 81,2018,USA,Used,57620,+42.625141,-84.577681
Tesla Model 82,2018,USA,Used,47732,+42.638441,-84.551061
Tesla Model 83,2018,USA,Used,52130,+42.620174,-84.550278
Tesla Model 84,2018,USA,Used,42733,+42.623602,-84.535079
Tesla Model 85,2018,USA,Used,42133,+42.630443,-84.518621
Tesla Model 86,2018,USA,Used,50994,+42.619815,-84.510357
Tesla Model 87,2018,USA,Used,55038,+42.641492,-84.498426
Tesla Model 88,2018,USA,Used,46555,+42.655829,-84.451214
Tesla Model 89,2018,USA,Used,41856,+42.647668,-84.394202
Tesla Model 90,2018,USA,Used,39945,+42.609924,-84.454485
Tesla Model 91,2018,USA,Used,43546,+42.647585,-84.317187
Tesla Model 92,2018,USA,Used,45375,+42.751756,-84.310011
Tesla Model 93,2018,USA,Used,56062,+42.720721,-84.349553
Tesla Model 94,2018,USA,Used,45715,+42.697911,-84.29696
Tesla Model 95,2018,USA,Used,52276,+42.696252,-84.274312
Tesla Model 96,2018,USA,Used,40476,+42.683335,-84.292615
Tesla Model 97,2018,USA,Used,43216,+42.685762,-84.276912
Tesla Model 98,2018,USA,Used,45644,+42.729535,-84.206991
Tesla Model 99,2018,USA,Used,40930,+42.675425,-84.240166
Tesla Model 100,2018,USA,Used,43369,+42.669515,-84.174455
Tesla Model 101,2018,USA,Used,50803,+42.633422,-84.182509
Tesla Model 102,2018,USA,Used,52687,+42.469032,-84.331405
Tesla Model 103,2018,USA,Used,40321,+42.473172,-84.271611
Tesla Model 104,2018,USA,Used,38349,+42.493734,-84.2201
Tesla Model 105,2018,USA,Used,54923,+42.538222,-84.178625
Tesla Model 106,2018,USA,Used,57696,+42.447291,-84.171553
Tesla Model 107,2018,USA,Used,38285,+42.448858,-84.178734
Tesla Model 108,2018,USA,Used,49478,+42.488402,-84.41882
Tesla Model 109,2018,USA,Used,55634,+42.440799,-84.42483
Tesla Model 110,2018,USA,Used,43606,+42.446494,-84.431431
Tesla Model 111,2018,USA,Used,43610,+42.453835,-84.427515
Tesla Model 112,2018,USA,Used,56735,+42.528097,-84.44142
Tesla Model 113,2018,USA,Used,50992,+42.537293,-84.377036
Tesla Model 114,2018,USA,Used,50906,+42.551039,-84.293567
Tesla Model 115,2018,USA,Used,50973,+42.568106,-84.35839
Tesla Model 116,2018,USA,Used,46731,+42.588078,-84.447238
Tesla Model 117,2018,USA,Used,50454,+42.583283,-84.453354
Tesla Model 118,2018,USA,Used,39707,+42.580057,-84.437628
Tesla Model 119,2018,USA,Used,45348,+42.572179,-84.446119
Tesla Model 120,2018,USA,Used,39660,+42.575591,-84.451482
Tesla Model 121,2018,USA,Used,46596,+42.551628,-84.573583
Tesla Model 122,2018,USA,Used,45344,+42.550473,-84.515194
Tesla Model 123,2018,USA,Used,50498,+42.485015,-84.551499
Tesla Model 124,2018,USA,Used,46041,+42.448353,-84.542129
Tesla Model 125,2018,USA,Used,43035,+42.736851,-84.528189
Tesla Model 126,2018,USA,Used,41594,+42.732144,-84.523179
Tesla Model 127,2018,USA,Used,42854,+42.731461,-84.537166
Tesla Model 128,2018,USA,Used,54324,+42.731585,-84.529657
Tesla Model 129,2018,USA,Used,55969,+42.754242,-84.558012
Tesla Model 130,2018,USA,Used,48494,+42.746065,-84.546337
Tesla Model 131,2018,USA,Used,39497,+42.735929,-84.54311
Tesla Model 132,2018,USA,Used,53604,+42.728105,-84.551212
Tesla Model 133,2018,USA,Used,46968,+42.728347,-84.562055
Tesla Model 134,2018,USA,Used,50134,+42.730497,-84.571976
Tesla Model 135,2018,USA,Used,46906,+42.725697,-84.575841
Tesla Model 136,2018,USA,Used,54421,+42.751614,-84.5717
Tesla Model 137,2018,USA,Used,45408,+42.751041,-84.562832
Tesla Model 138,2018,USA,Used,41937,+42.745713,-84.569416
Tesla Model 139,2018,USA,Used,45767,+42.742300,-84.56594
Tesla Model 140,2018,USA,Used,45031,+42.715097,-84.573409
Tesla Model 141,2018,USA,Used,40378,+42.717135,-84.571012
Tesla Model 142,2018,USA,Used,46608,+42.714691,-84.562743
Tesla Model 143,2018,USA,Used,46398,+42.708550,-84.579153
Tesla Model 144,2018,USA,Used,50579,+42.708398,-84.571383
Tesla Model 145,2018,USA,Used,43973,+42.709458,-84.563623
Tesla Model 146,2018,USA,Used,43275,+42.725600,-84.475178
Tesla Model 147,2018,USA,Used,39144,+42.702651,-84.524074
Tesla Model 148,2018,USA,Used,48188,+42.739398,-84.583201
Tesla Model 149,2018,USA,Used,50492,+42.522118,-84.325029
Tesla Model 150,2018,USA,Used,45327,+43.073591,-85.027551
Tesla Model 151,2018,USA,Used,44664,+43.093631,-84.900649
Tesla Model 152,2018,USA,Used,52332,+43.017548,-84.927871
Tesla Model 153,2018,USA,Used,39445,+42.974057,-84.933661
Tesla Model 154,2018,USA,Used,38985,+42.993859,-84.860681
Tesla Model 155,2018,USA,Used,40085,+43.090748,-85.226551
Tesla Model 156,2018,USA,Used,41665,+43.093742,-85.231861
Tesla Model 157,2018,USA,Used,54133,+43.096579,-85.219004
